Book,Chapter,Verse,Text
1JN,3,20,"किके परमेसर साडे मन थमां बड्डा ऐ, ते सारा केछ जानदा ऐ। "
1JN,3,21,"ए प्यारो, जेकर साड़ा मन असेंगी दोष नेई दिये, तां अस परमेसर दे सामने इम्त च बने रेई सकनयां न; "
1JN,3,22,"ते जे केछ अस मंगदे आं, ओ असेंगी ओदे थमां मिलदा ऐ; किके अस ओदे उक्में गी मननयां न; ते जेड़ा केछ उसी छैल लगदा ऐ, उवै करनयां न। "
1JN,3,23,"ते परमेसर दा उक्म ए ऐ के अस ओदे पुत्र यीशु मसीह दे नां च विश्वास करचै, ते जियां ओसने असेंगी उक्म दिता ऐ ओदे मताबक गै अप्पुं-बिचें प्यार करचै। "
1JN,3,24,"ते ओ जेड़ा परमेसर दे उक्म गी मनदा ऐ, ओ ओदे च, ते परमेसर ओदे च बना रौंदा ऐ; ते एदे छा, मतलब ओस पवित्र आत्मा थमां जेड़ा ओसने असेंगी दीता ऐ, अस जांनदे आं, के ओ साडे च बने दा रौंदा ऐ। "
1JN,4,1,"ए प्यारो, अर एक आत्मा उपर विश्वास नेई करो, लेकन आत्में गी परखो, के ओ परमेसर थमां ऐन के नेई; किके मते गै चूठे पविखब्कता दुनिया च निकलीयै कम करा कर दे न। "
1JN,4,2,"परमेसर दी आत्मा तोस एस तरीके पछांनी सकदे ओ; जेडी कोई आत्मा ए मनी लेंदी ऐ, के यीशु मसीह जेंद च ओईयै आया ऐ ओ परमेसर थमां ऐ, "
1JN,4,3,"ते जेडी कोई आत्मा यीशु गी नेई मनदी, ओ परमेसर थमां नेई ऐ, उवै मसीह वरोधी आत्मा ऐ, जेस दी चर्चा तोस सुनी चुके दे ओ, के ओ आैने आला ऐ, ते ऊन बी दुनिया च ऐ। "
1JN,4,4,"ए प्यारे बच्च्यो, तोस परमेसर दे लोक ओ, ते तुसें चुठे पविख्वक्तें उपर जय पाई ऐ; किके जेड़ा थूआड़े च ऐ, ते ओ ओदे कोला जेड़ा दुनिया च ऐ, बड्डा ऐ। "
1JN,4,5,"ओ चुठे पविख्वक्ता दुनिया दे न, एस कारन ओ दुनियां दे लोके दीयां गल्लां बोलदे न, ते दुनिया उन्दी सुनदी ऐ। "
1JN,4,6,"अस परमेसर दे न। जेड़ा परमेसर गी जानदा ऐ, ओ साडी सुनदा ऐ; जेड़ा परमेसर गी नेई जानदा ओ साडी नेई सुनदा। एस तरीके अस सच्च बोलने आली आत्मा ते तोखे दी आत्मा गी पछांनी लेनयां न। "
1JN,4,7,"ए प्यारो, आओ अस अप्पुं-बिचें प्यार करचै; किके प्यार परमेसर थमां ऐ। ते जेड़ा कोई दुऐं गी प्यार करदा ऐ, ओ परमेसर दा पुत्र ऐ ते परमेसर गी जानदा ऐ। "
1JN,4,8,"जेड़ा दुऐं कन्नें प्यार नेई करदा ऐ, ओ परमेसर गी नेई जानदा, किके परमेसर प्यार ऐ। "
1JN,4,9,"जेड़ा प्यार परमेसर साडे कन्नें करदा ऐ, ओ एस छा परकट ओया के परमेसर ने अपने इकलौते पुत्र गी दुनिया च पेजया ऐ के अस ओदे थमां मेशा दी जींदडी पाचै। "
1JN,4,10,"प्यार एस च नेई के असें परमेसर कन्नें प्यार कित्ता ऐ, लेकन एदे च ऐ के ओसने साडे कन्नें प्यार कित्ता ते साडे पापें दी सज़ा दै प्राशचत अपने पुत्र गी पेजया। "
1JN,4,11,"ए प्यारो, जेलै परमेसर ने साडे कन्नें ऐसा प्यार कित्ता, ते असें बी अप्पुं-बिचें प्यार करना चाईदा ऐ। "
1JN,4,12,"परमेसर गी कदें बी कुसै ने नेई दिखया; जेकर अस अप्पुं-बिचें प्यार करचै, तां परमेसर साडे च बना रौंदा ऐ; ते ओसदा प्यार साडे च सेद्द ओंदा ऐ। "
1JN,4,13,"एदे छा अस जाननयां न, के अस ओदे च बने दे रौनयां न, ते ओ साडे च; किके ओसने अपनी पवित्र आत्मा बिचा असेंगी दिता ऐ। "
1JN,4,14,ते असें दिखी बी लेता ते ओदी गुवाई दिंदे न के पिता परमेसर ने पुत्र गी दुनिया दे लोकें दा मुक्तिदाता करीयै पेजया ऐ। 
1JN,4,15,"जेड़ा कोई ए मनी लेनदा ऐ, के यीशु परमेसर दा पुत्र ऐ, परमेसर ओदे च बना रौंदा ऐ, ते ओ परमेसर च। "
1JN,4,16,"ते जेड़ा प्यार परमेसर साडे कन्नें करदा ऐ, उसी अस जानी गै, ते असेंगी ओदे उपर विश्वास ऐ। परमेसर प्यार ऐ, जेडा प्यार च बना रौंदा ऐ ओ परमेसर च बना रौंदा ऐ, ते परमेसर ओदे च बना रौंदा ऐ। "
1JN,4,17,"एदे छा प्यार साडे च सेध्द उया, के असेंगी न्याय दे देन इम्त उवै; किके जियां ओ ऐ, उयां गै दुनिया च अस बी ऐंन। "
1JN,4,18,"प्यार च डर नेई ओंदा, लेकन सेध्द प्यार डर गी दूर करी दिंदा ऐ; किके डर दा सम्बन्ध सज़ा कन्नें ओंदा ऐ, ते जेड़ा डरदा ऐ, ओ प्यार च सेध्द नेई ओया। "
1JN,4,19,"अस एसकरी परमेसर क्न्ने लोकें कन्नें प्यार करनयां न, किके पैलें ओसने साडे कन्नें प्यार कित्ता। "
1JN,4,20,"जेकर कोई अखै, “आऊँ परमेसर कन्नें प्यार करना ऐ,” लेकन अपने विश्वासी प्रा कन्नें बैर रखै, तां ओ चूठा ऐ; किके जेड़ा अपने विश्वासी प्रा कन्नें जिसी ओनें उसी दिखया ऐ प्यार नेई करदा, तां ओ परमेसर कन्नें बी जिसी ओनें नेई दिखया प्यार नेई करी सकदा। "
1JN,4,21,"ते ओदे थमां असेंगी ए उक्म मिलया, के जेड़ा कोई परमेसर कन्नें प्यार करदा ऐ, ओ अपने विश्वासी प्रा कन्नें बी प्यार करै। "
1JN,5,1,"जेसदा ए विश्वास ऐ के यीशु गै मसीह ऐ, ओ परमेसर थमां पैदा ओया ऐ; ते जेड़ा अपने कोई पैदा करने आले पिता परमेसर कन्नें प्यार करदा ऐ, ओ ओदे कन्नें बी प्यार करदा ऐ, जेड़ा ओदा बच्चा ऐ। "
1JN,5,2,"जेलै अस परमेसर कन्नें प्यार करनयां न, ते ओदे उकमें गी मननयां न, तां एदे थमां अस जांनदे आं, के अस परमेसर दे बच्चें कन्नें प्यार करनयां न। "
1JN,5,3,"किके परमेसर कन्नें प्यार करना ए ऐ, के अस ओदे उक्में गी मनचै; ते ओदे उक्म कठोर नेई। "
1JN,5,4,"किके जेड़ा केछ परमेसर थमां पैदा ओया ऐ, ओ दुनिया उपर जै आसल करदा ऐ; ते ओ जै जेस कन्नें दुनिया उपर जै आसल ओंदी ऐ साड़ा बश्वास ऐ। "
1JN,5,5,"दुनिया उपर जै पाने आला कोन ऐ? सेर्फ ओ जेस दा ए बश्वास ऐ, के यीशु गै परमेसर दा पुत्र ऐ। "
1JN,5,6,"ए उवै यीशु मसीह ऐ, जेड़ा परमेसर थमां एस दुनिया च पेजया गिया, ते पानी कन्नें पवित्रशनांन लेता,ते जेस लै ओ मरया ओसदा खून रुडया गिया; ओ नां सेर्फ पवित्रशनांन लेने आया, लेकन पानी दे ते खून सूली उपर मरने थमां अपना खून रुडानें आसतै आया पवित्र आत्मा एस गल दी गवाई दिन्दा ऐ। ते जेड़ा गवाई दिन्दा ऐ, ओ आत्मा ऐ; किके आत्मा सच्च ऐ। "
1JN,5,7,"गवाई देने आले त्रै न, "
1JN,5,8,"आत्मा, ते पानी, ते खून; ते त्रवै एक गै गल्ल उपर सैमत न। "
1JN,5,9,"जे लै अस मनुक्खें दी गवाई मनी लीनयां न, तां परमेसर दी गवाई ओदे थमां खरी ऐ; ते परमेसर दी गवाई ए ऐ, के ओनें अपने पुत्र दे बारै च गवाई दिती ऐ। "
1JN,5,10,"जेड़ा परमेसर दे पुत्र उपर विश्वास करदा ऐ, ओ अपने दिले च गै गवाई रखदा ऐ। जेस ने परमेसर उपर विश्वास नेई कित्ता, ओसने उसी चूठा अखया, किके ओस ने ओस गवाई उपर विश्वास नेई कित्ता, जेडी परमेसर ने अपने पुत्र दे बारै च दिती ऐ। "
1JN,5,11,"ते ओ गवाई ए ऐ, के परमेसर असेंगी मेशा दी जींदडी दीती ऐ, ते ए जींदडी ओदे पुत्र च ऐ। "
1JN,5,12,"जेस दा पुत्र कन्नें गुडा रिश्ता ऐ, ओदे कोल मेशा दी जींदडी ऐ; ते जेस दे कोल परमेसर दा पुत्र नेई, ओदे कोल मेशा दी जींदडी बी नेई ऐ। "
1JN,5,13,"मै तुसेंगी, जेड़े परमेसर दे पुत्र दे नां उपर विश्वास करदे ओ, एसकरी लिखया ऐ के तोस जानी लिओ के मेशा दी जींदडी थूआडी ऐ। "
1JN,5,14,"ते असेंगी परमेसर दे सामने जेडी इम्त ओंदी ऐ, ओ ए ऐ; के जेकर अस ओदी मर्जी दै मताबक लेखा केछ मंगने न, तां ओ साडी सुनदा ऐ। "
1JN,5,15,"ते जेलै अस जांनदे न, के जे केछ अस मंगने न परमेसर साडी सुनदा ऐ, तां ए बी जांनदे न, के जेड़ा केछ असें ओदे कोला मंगया, ओ थोया ऐ। "
1JN,5,16,"जेकर कोई अपने विश्वासी प्रा गी ऐसा पाप करदे दिखै, जेस दा नतीजा मौत नेई उवै,तां अर्ज करो, ते परमेसर उसी उन्दे लेई, जिनें ऐसा पाप कित्ता ऐ जेदा फल मौत नेई उवै, परमेसर उनेंगी जींदडी देग। पाप ऐसा बी ओंदा ऐ, जेस दा नतीजा मौत ऐ; एदे बारै च आऊँ अर्ज करने लेई नेई आखदा। "
1JN,5,17,"सब केसम दा अतर्म तां पाप ऐ, लेकन ऐसा पाप बी ऐ, जेदा नतीजा मौत नेई। "
1JN,5,18,"अस जांनयां न, के जेड़ा कोई परमेसर च पैदा ओया ऐ, ओ पाप नेई करदा रौंदा; लेकन परमेसर दा पुत्र यीशु, उसी ओ बचाई रखदा ऐ, ते ओ दुष्ट शतान उसी छुई नेई सकदा। "
1JN,5,19,"अस जांनदे न, के अस परमेसर दे न, ते सारी दुनिया ओस दुष्ट शतान दै कब्जे च ऐ। "
1JN,5,20,"अस ए बी जांनयां न, के परमेसर दा पुत्र एस तरती उपर आई गेदा ऐ ते ओसने असेंगी समझ दिती ऐ, के अस ओस सच्चे गी पछांनयां न, ते अस ओदे च जेडा सच्चा ऐ, मतलब ओदे पुत्र यीशु मसीह च रौंदे न। सच्चा परमेसर ते मेशा दी जींदडी उवै गै ऐ। "
1JN,5,21,"ए बच्चयो, अपने आप गी ऐसी सारियें मूरतियें छा बचायो जेडीयां परमेसर दी जगा लेंदीयां न। "
