Book, Chapter, Verse, Text
"TIT","1","11","इना लोका खे विश्वासिया बीचे चूठी शिक्षा नि देणे देओ। कऊँकि यो लोक एड़ी शिक्षा देओए जो नि देणी चाईयो और सेयो लोक कअरो-कअरो रे विश्वासो खे बिगाड़ी देओए। सेयो लोक नीच कमाईया खे एड़ा करोए।"
"TIT","1","12","तिना ई बीचा ते एक मांणू क्रेते टापूए राए, जेसखे सेयो लोक आपणा भविष्यबक्ता समजोए, तिने बोली राखेया, “क्रेते रे लोक सदा चूठ बोलोए। सेयो दुष्ट डांगरा जेड़ा बर्ताव करोए। सेयो लोक आल़सी और पेटू ए।”"
"TIT","1","13","क्रेते रे लोका खे ये गवाई सच्ची ए। इजी री खातर तिना खे कड़क ऊई की चेतावणी देया कर, ताकि सेयो विश्वासो रे पक्के ऊई जाओ।"
"TIT","1","14","तिना लोका खे सखया कि सेयो यहूदिया री मनकड़न्त काणियां पाँदे मन नि लगाओ और तिना लोका री आज्ञा खे नि मानो जो सच्चो ते पटकी गे रे।"
"TIT","1","15","जेसरा मन शुद्ध ए तिना खे सब कुछ शुद्ध ए। पर प्रष्ट और अविश्वासिया खे कोई बी चीज शुद्ध निए, कऊँकि तिना रा दमाक और विवेक दोनो ई प्रष्ट ए।"
"TIT","1","16","सेयो चूठे शिक्षक बोलोए कि आसे परमेशरो खे जाणूंए पर आपणे चाल-चलणो ते दखाओ कि सेयो परमेशरो खे नि जाणदे। कऊँकि सेयो लोक घृणित और आज्ञा नि मानणे वाल़े ए और केसी बी खरे कामो जोगे निए।"
"TIT","2","1","पर ओ तीतुस, ताखे येई सई ए कि तूँ एड़ी शिक्षा दे जो खरे उपदेशो रे मुताबिक ओ।"
"TIT","2","2","स्याणे मर्दा खे सिखाओ कि सेयो शांत, आदरणीय और आपू पाँदे काबू राखणे वाल़े ओ। तिना रा विश्वास, प्यार और सब्र पक्का ओ।"
"TIT","2","3","ईंयां ई सयाणियां जवाणसा रा चाल-चलण एड़ा ओ कि परमेशरो खे आदरो जोगा ओ। सेयो ना तो ओरी पाँदे दोष लगाणे वाल़ी ओ और ना ई पियक्कड़ ओ पर सेयो अच्छिया गल्ला सिखाणे वाल़िया ओ।"
"TIT","2","4","ये स्याणी जवाणसा जवान जवाणसा खे जरूर सिखाओ कि सेयो आपणे लाड़ेया और बच्चेया साथे प्यार करो।"
"TIT","2","5","और ये बी सिखाओ कि सेयो आपू पाँदे काबू राखणे वाल़िया, पतिव्रता, कअरो रा काम-काज करने वाल़ी, पली और आपणे-आपणे लाड़े रे अधीन रणे वाल़िया ओ, ताकि परमेशरो रे वचनो री निन्दा नि ओ।"
"TIT","2","6","ईंयां ई जवान मर्दा खे बी सिखाया कर कि सेयो आपू पाँदे काबू राखणे वाल़े ओ।"
"TIT","2","7","सबी गल्ला रे आपणे आपू खे खरे कामो रे आदर्श बणा कि ओर लोक बी तां पीछे चलो। जेबे तूँ शिक्षा देआ तो ईमानदारी और गम्भीरता साथे दे"
"TIT","2","8","सच्चाईया री शिक्षा दे ताकि कोई तेरी शिक्षा री निन्दा नि करी सको। तेबे जो लोक आसा रा बरोद करोए सेयो शर्मिंदा ऊई जाणे और तिना खे आसा पाँदे दोष लगाणे रा कोई बी मौका नि मिलणा।"
"TIT","2","9","आपणी मण्डल़िया रे गुलाम विश्वासिया खे सखया कि सेयो आपणे-आपणे मालको री आज्ञा खे मानेया करो। तिना खे से काम करने खे बोलो जेतेते तिना रे मालक खुश ओ और पल़टी कि जवाब नि देओ।"
"TIT","2","10","और गुलाम विश्वासिया खे ये बी सखया कि आपणे मालको री चोरी नि करो। पर सबी तरह ते ईमानदार और विश्वासो जोगे निकल़ो ताकि सेयो सबी गल्ला रे म्हारे उद्धारकर्ता परमेशरो रे उपदेशो री शोभा बढ़ाओ।"
"TIT","2","11","कऊँकि परमेशरो री कृपा प्रकट ऊई री, जो सबी मांणूआ रा उद्धार करी सकोई।"
"TIT","2","12","एसा कृपा रे जरिए परमेशर आसा खे चेतावणी देओआ कि आसे अभक्ति और दुनिया री बुरी इच्छा ते मन फेरी की एस जुगो रे आपू पाँदे काबू राखी की, तर्म और भक्तिया साथे जिन्दगी बिताऊँ।"
"TIT","2","13","यीशु मसीह वापस आऊणे वाल़ा ए और आसे तेस नौखे दिनो रा इन्तजार करने लगी रे और एई आसा री उम्मीद बी ए इजी खे आसे तिजी रे मुताबिक बर्ताव करिए। सेई आसा रा महान् परमेशर और उद्धारकर्ता ए जो आपणी महिमा साथे एसा तरतिया पाँदे आऊणे वाल़ा ए।"
"TIT","2","14","इने यीशु मसीहे आपणे आपू खे आसा खे देईता कि आसा खे हर प्रकारा रे पापो ते छुड़ाई लो और शुद्ध करी की आपू खे एड़ी जाति बणाई लो, जो खरे काम करने खे आगे रओ।"
"TIT","2","15","ओ तीतुस, तूँ इना गल्ला खे पूरे अक्को साथे समजेया और सिखांदा रओ। कोई ताखे तुच्छ नि समजो।"
"TIT","3","1","ओ तीतुस, आपणे विश्वासी लोका खे याद दल़ा कि सेयो हाकिम और अधिकारिया रे अधीन रओ और तिना री आज्ञा खे मानो और हर एक खरे काम करने खे त्यार रओ।"
"TIT","3","2","तिना लोका खे बताओ कि सेयो केसी खे बदनाम नि करो और चगड़ालु नि बणो। पर तिना रा नरम सबाओ ओ और सबी मांणूआ साथे नरमाईया साथे रओ।"
"TIT","3","3","कऊँकि एक एड़ा बखत था जेबे आसे बी पईले नासमज और आज्ञा ना मानणे वाल़े थे। आसे बी बईमो रे पड़े थे और कईया प्रकारा री इच्छा और सुख-विलासो री गुलामिया रे थे। आसा री जिन्दगी दुष्टता और डाह् ते परी री थी और एकी दूजे ते बैर राखूँ थे।"
"TIT","3","4","पर फेर बी म्हारे उद्धारकर्ता परमेशरे आपणी दया और प्यार आसा पाँदे और सबी मांणूआ पाँदे प्रकट कित्तेया।"
"TIT","3","5","तिने आसे म्हारे पापो री सजा ते बचाए। ये आसा रे धार्मिक कामो री बजअ ते नि ऊआ जो आसे आपू कित्ते पर तेसरी दया रे मुताबिक ऊआ। तिने आसा रा नये जन्मो रे जरिए और पवित्र आत्मा रे नया बनाणे रे जरिए उद्धार कित्तेया।"
"TIT","3","6","परमेशरे खुले दिलो ते आसा खे पवित्र आत्मा दित्तेया कऊँकि यीशु मसीह आसा रे पापो री खातर मरी की म्हारा उद्धार करने वाल़ा बणेया।"
"TIT","3","7","ताकि आसे अनन्त जीवन पाणे री उम्मीद करी सकिए जेतेखे परमेशरे आपणे बच्चेया खे देणे रा वादा करी राखेया। कऊँकि परमेशरे आसे आपणी कृपा रे जरिए तर्मी ठराई राखे।"
"TIT","3","8","ये गल्ल सच ए और आऊँ चाऊँआ कि तूँ इना गल्ला रे बारे रे मजबूतिया साथे शिक्षा देओ, ताकि जिने परमेशरो पाँदे विश्वास करी राखेया, सेयो खरे कामो रे लगे रणे रे त्यानो रे रओ। यो शिक्षा पलिया और मांणूआ रे लाबो रिया ए।"
"TIT","3","9","पर मूर्खता रे बईस, वंशाबली, बैर-बिरोद और तिना चगड़ेया ते, जो मूसा री व्यवस्था रे बारे रे ओ, बचे रा रओ, कऊँकि सेयो निष्फल और बेकार ए।"
"TIT","3","10","जो मांणू आपणे गल़त विश्वासो रे जरिए फूट पाओआ तेसखे एक-दो बार चेतावणी देई कि तेसते लग रओ।"
"TIT","3","11","ये जाणी की कि एड़ा मांणू सच्चाईया ते पटकी गा रा और आपणे आपू खे दोषी ठईराई की पाप करदा रओआ।"
"TIT","3","12","जेबे आऊँ क्रेते टापूए रे तांगे अरतिमास या तुखिकुसो खे पेजूँ, तो मांगे नीकुपुलिस नगरो रे आऊणे री कोशिश करनी, कऊँकि मैं तेथी ठण्ड बिताणे री ठाणी राखी।"
"TIT","3","13","जेनास वकील और अपुल्लोसो खे कोशिश करी की आगे पऊँछाई दे और देख कि तिना खे किजी बी चीजा री कमी नि ओ।"
"TIT","3","14","सिर्फ येई नि आपणे विश्वासिया खे सखयांदा रओ कि सेयो बी लोका री जरूरता खे पूरी करने खे खरे कामो रे लगे रे रओ, ताकि सेयो बी खूब फल़ो-फूलो।"
"TIT","3","15","जितणे बी विश्वासी एती मां साथे ए तिना सबी री तरफा ते ताखे नमस्कार। क्रेते टापूए रे रणे वाल़े आसा रे साथी विश्वासी जो आसा साथे प्यार राखोए, तिना खे नमस्ते। आँऊ प्रार्थना करूँआ कि परमेशरो री कृपा तुसा सबी पाँदे ऊँदी रओ।"
